env,geno,ttime,da_sow2,zadok_stage_A,yield_A,yield_d,biomass_LargeError,biomass_MediumError,biomass_NoError,gw_d,g_no_d,maturity,flowering
Emerald_1993,g013,1039.5,56,34.2,0,*,3069.01603,2641.362508,2395.6,*,*,0,0
Emerald_1993,g014,1039.5,56,31.116,0,*,2711.401888,2167.833379,1875.7,*,*,0,0
Emerald_1993,g015,1039.5,56,34.452,0,*,1792.94366,1938.90814,2105.6,*,*,0,0
Emerald_1993,g016,1039.5,56,33.653,0,*,2114.629608,2068.188994,2188.2,*,*,0,0
Emerald_1993,g017,1039.5,56,36.649,0,*,2242.462711,2285.03511,2494.5,*,*,0,0
Emerald_1993,g018,1039.5,56,30.694,0,*,1916.549076,2146.517732,2352.9,*,*,0,0
Emerald_1993,g019,1039.5,56,31.794,0,*,2020.148418,2212.863073,2277.9,*,*,0,0
Emerald_1993,g020,1039.5,56,35.257,0,*,1223.688854,1334.283258,1550.4,*,*,0,0
Emerald_1993,g021,1039.5,56,30.139,0,*,1990.993817,1953.54288,2034.9,*,*,0,0
Emerald_1993,g022,1039.5,56,32,0,*,3221.425179,2739.31239,2276,*,*,0,0
Emerald_1993,g023,1039.5,56,31.661,0,*,1430.212801,1819.154606,2436.4,*,*,0,0
Emerald_1993,g024,1039.5,56,35.069,0,*,2346.095291,2620.408466,2541.8,*,*,0,0
Emerald_1993,g025,1039.5,56,32,0,*,1443.343704,1951.304664,2387.4,*,*,0,0
Emerald_1993,g026,1039.5,56,31.824,0,*,1555.881001,1932.620974,2262.6,*,*,0,0
Emerald_1993,g027,1039.5,56,36.904,0,*,2951.671565,2874.162649,2514.8,*,*,0,0
Emerald_1993,g028,1039.5,56,33.525,0,*,2477.297724,2351.56253,2174,*,*,0,0
Emerald_1993,g029,1039.5,56,33.576,0,*,2982.644162,2230.354913,1339.7,*,*,0,0
Emerald_1993,g030,1039.5,56,32,0,*,2565.073205,2487.251785,2231.6,*,*,0,0
Emerald_1993,g031,1039.5,56,35.323,0,*,1529.4884,1598.672352,1716.6,*,*,0,0
Emerald_1993,g032,1039.5,56,36.093,0,*,3079.671105,2626.385535,2383.5,*,*,0,0
Emerald_1993,g033,1039.5,56,35.859,0,*,2251.609252,2425.743818,2232.8,*,*,0,0
Emerald_1993,g034,1039.5,56,36.57,0,*,3343.608484,2843.091768,2393.3,*,*,0,0
Emerald_1993,g035,1039.5,56,25,0,*,2665.035043,2297.464271,1767.2,*,*,0,0
Emerald_1993,g036,1039.5,56,30.87,0,*,676.2032462,826.632642,1159.6,*,*,0,0
Emerald_1993,g037,1039.5,56,33.537,0,*,1427.172955,1675.618473,2157.4,*,*,0,0
Emerald_1993,g038,1039.5,56,31.248,0,*,1992.488782,2132.200185,2073.7,*,*,0,0
Emerald_1993,g039,1039.5,56,30.364,0,*,1811.965679,2070.467091,2136.8,*,*,0,0
Emerald_1993,g040,1039.5,56,36.628,0,*,1947.269734,1921.826001,2259,*,*,0,0
Emerald_1993,g041,1039.5,56,30.624,0,*,3203.459176,2597.796214,1955.2,*,*,0,0
Emerald_1993,g042,1039.5,56,31.248,0,*,2049.454571,2021.900684,2073.7,*,*,0,0
Emerald_1993,g043,1039.5,56,30.245,0,*,1269.477929,1573.581478,1933.3,*,*,0,0
Emerald_1993,g044,1039.5,56,34.862,0,*,1795.797877,2105.760729,2442.8,*,*,0,0
Emerald_1993,g045,1039.5,56,30.083,0,*,2542.48984,2428.871699,2122.8,*,*,0,0
Emerald_1993,g046,1039.5,56,31.004,0,*,2142.478406,2364.450494,2233.2,*,*,0,0
Emerald_1993,g047,1039.5,56,25,0,*,1968.830688,1990.258485,2112.3,*,*,0,0
Emerald_1993,g048,1039.5,56,31.149,0,*,3018.816025,2637.250699,2409.4,*,*,0,0
Emerald_1993,g049,1039.5,56,34.453,0,*,3003.692101,2754.188334,2321.6,*,*,0,0
Emerald_1993,g050,1039.5,56,35.152,0,*,1489.997084,1889.778968,2278.4,*,*,0,0
Emerald_1993,g051,1039.5,56,35.993,0,*,2500.850267,2366.973227,2422.6,*,*,0,0
Emerald_1993,g052,1039.5,56,33.036,0,*,2679.120821,2743.626867,2579.1,*,*,0,0
Emerald_1993,g053,1039.5,56,34.994,0,*,2421.21394,2322.770733,2284.8,*,*,0,0
Emerald_1993,g054,1039.5,56,34.231,0,*,2713.479093,2541.405297,2404.9,*,*,0,0
Emerald_1993,g055,1039.5,56,30.646,0,*,3271.655898,2864.928859,2140.5,*,*,0,0
Emerald_1993,g056,1039.5,56,25,0,*,2445.723499,2096.645044,1912.3,*,*,0,0
Emerald_1993,g057,1039.5,56,33.75,0,*,1705.531928,1968.019588,2270.3,*,*,0,0
Emerald_1993,g058,1039.5,56,35.284,0,*,2419.240513,2152.316849,2383.3,*,*,0,0
Emerald_1993,g059,1039.5,56,34.325,0,*,2543.394947,2112.090161,1781,*,*,0,0
Emerald_1993,g060,1039.5,56,36.384,0,*,1814.481623,2145.958909,2434.9,*,*,0,0
Emerald_1993,g061,1039.5,56,33.893,0,*,2266.020895,2371.937971,2470.4,*,*,0,0
Emerald_1993,g062,1039.5,56,33.545,0,*,1369.496702,1673.540269,2372.9,*,*,0,0
Emerald_1993,g063,1039.5,56,35.554,0,*,1627.150381,2008.055112,2556.6,*,*,0,0
Emerald_1993,g064,1039.5,56,32.876,0,*,3183.786436,2916.506012,2545.1,*,*,0,0
Emerald_1993,g065,1039.5,56,34.391,0,*,2257.335657,2246.763546,1935.2,*,*,0,0
Emerald_1993,g066,1039.5,56,31.082,0,*,2796.976205,2463.578878,2005.9,*,*,0,0
Emerald_1993,g067,1039.5,56,34.476,0,*,3412.783369,2875.686542,2615.1,*,*,0,0
Emerald_1993,g068,1039.5,56,30.661,0,*,1973.86192,2260.804012,2342,*,*,0,0
Emerald_1993,g069,1039.5,56,25,0,*,84.56844029,963.7552671,2021.8,*,*,0,0
Emerald_1993,g070,1039.5,56,30.474,0,*,1173.332644,1666.817495,2273.2,*,*,0,0
Emerald_1993,g071,1039.5,56,32.906,0,*,2318.555228,2460.439605,2398.2,*,*,0,0
Emerald_1993,g072,1039.5,56,33.755,0,*,2093.305938,1971.484682,2090.3,*,*,0,0
Emerald_1993,g073,1039.5,56,31.843,0,*,1800.425488,2020.736249,2049.5,*,*,0,0
Emerald_1993,g074,1039.5,56,34.1,0,*,2622.910819,2566.657216,2329.4,*,*,0,0
Emerald_1993,g075,1039.5,56,34.309,0,*,2712.74814,2524.949036,2454.8,*,*,0,0
Emerald_1993,g076,1039.5,56,35.046,0,*,2512.816978,2383.356888,2472.3,*,*,0,0
Emerald_1993,g077,1039.5,56,33.754,0,*,1864.261469,2026.865827,2415.7,*,*,0,0
Emerald_1993,g078,1039.5,56,36.625,0,*,1590.796426,2020.584322,2485.6,*,*,0,0
Emerald_1993,g079,1039.5,56,25,0,*,1383.379834,1747.60024,2227.6,*,*,0,0
Emerald_1993,g080,1039.5,56,25,0,*,2369.514498,2226.021343,2135.5,*,*,0,0
Emerald_1993,g081,1039.5,56,25,0,*,2152.141071,2001.945236,2047.5,*,*,0,0
Emerald_1993,g082,1039.5,56,30.786,0,*,2765.120735,2397.428745,1904,*,*,0,0
Emerald_1993,g083,1039.5,56,33.85,0,*,1817.829207,1837.875346,2058.7,*,*,0,0
Emerald_1993,g084,1039.5,56,30.49,0,*,1116.879677,1411.05275,1923,*,*,0,0
Emerald_1993,g085,1039.5,56,31.307,0,*,1615.620944,1925.582405,2173.2,*,*,0,0
Emerald_1993,g086,1039.5,56,37.163,0,*,1958.731323,1799.295295,1633.1,*,*,0,0
Emerald_1993,g087,1039.5,56,33.613,0,*,2949.828273,2564.127746,2158.2,*,*,0,0
Emerald_1993,g088,1039.5,56,33.737,0,*,637.3100245,1298.595977,1983.3,*,*,0,0
Emerald_1993,g089,1039.5,56,36.66,0,*,2930.052446,2621.832676,2387.4,*,*,0,0
Emerald_1993,g090,1039.5,56,37.096,0,*,2496.027867,2237.458559,1781.5,*,*,0,0
Emerald_1993,g091,1039.5,56,37.411,0,*,2188.73716,2119.657542,1849.1,*,*,0,0
Emerald_1993,g092,1039.5,56,32.884,0,*,1851.371634,1899.824697,1973.8,*,*,0,0
Emerald_1993,g093,1039.5,56,30.719,0,*,1892.459912,2122.85881,2249.2,*,*,0,0
Emerald_1993,g094,1039.5,56,35.854,0,*,2238.397576,2148.37832,1867,*,*,0,0
Emerald_1993,g095,1039.5,56,37.227,0,*,3555.363183,3109.44043,2468.4,*,*,0,0
Emerald_1993,g096,1039.5,56,35.104,0,*,3062.697621,2679.245282,1966.4,*,*,0,0
Emerald_1993,g097,1039.5,56,31.391,0,*,2815.003311,2547.585296,2329.1,*,*,0,0
Emerald_1993,g098,1039.5,56,37.879,0,*,1135.721746,1787.626642,2609.3,*,*,0,0
Emerald_1993,g099,1039.5,56,31.75,0,*,1714.436736,1970.981208,2394.2,*,*,0,0
Emerald_1993,g100,1039.5,56,37.253,0,*,2249.674762,2479.267359,2545.3,*,*,0,0
Emerald_1993,g101,1039.5,56,32,0,*,2978.757178,2675.572759,2282.4,*,*,0,0
Emerald_1993,g102,1039.5,56,33.995,0,*,1788.184734,2095.447576,2397.5,*,*,0,0
Emerald_1993,g103,1039.5,56,25,0,*,524.5597198,1080.374312,1983.5,*,*,0,0
Emerald_1993,g104,1039.5,56,35.051,0,*,3182.831226,2823.842857,2243.2,*,*,0,0
Emerald_1993,g105,1039.5,56,31.748,0,*,1570.295453,1553.59707,1588.3,*,*,0,0
Emerald_1993,g106,1039.5,56,31.636,0,*,1132.820733,1589.76794,2205.3,*,*,0,0
Emerald_1993,g107,1039.5,56,37.011,0,*,2350.649218,2438.595826,2436.4,*,*,0,0
Emerald_1993,g108,1039.5,56,35.847,0,*,2654.915583,2554.328921,2504.9,*,*,0,0
Emerald_1993,g109,1039.5,56,34.494,0,*,2509.548479,2462.041212,2287.5,*,*,0,0
Emerald_1993,g110,1039.5,56,32,0,*,1511.670357,1984.605304,2337.7,*,*,0,0
Emerald_1993,g111,1039.5,56,35.217,0,*,1769.78814,1989.821109,2320.3,*,*,0,0
Emerald_1993,g112,1039.5,56,31.075,0,*,1090.827015,1576.984644,2269.3,*,*,0,0
Emerald_1993,g113,1039.5,56,36.378,0,*,1693.49161,1742.051313,1708.1,*,*,0,0
Emerald_1993,g114,1039.5,56,30.78,0,*,2495.473996,2246.113512,2165.3,*,*,0,0
Emerald_1993,g115,1039.5,56,36.575,0,*,1321.24492,1676.905086,2221.4,*,*,0,0
Emerald_1993,g116,1039.5,56,30.96,0,*,3216.208731,3063.621884,2374.1,*,*,0,0
Emerald_1993,g117,1039.5,56,35.791,0,*,2250.781072,2030.213958,2155.4,*,*,0,0
Emerald_1993,g118,1039.5,56,34.152,0,*,2566.424323,2299.624929,2289.4,*,*,0,0
Emerald_1993,g119,1039.5,56,35.397,0,*,1282.624083,1813.015049,2399.1,*,*,0,0
Emerald_1993,g120,1039.5,56,30.615,0,*,1361.719237,1602.370927,1975.1,*,*,0,0
Emerald_1993,g121,1039.5,56,31.891,0,*,2118.297362,1824.184445,1645.4,*,*,0,0
Emerald_1993,g122,1039.5,56,32,0,*,2338.025468,2293.53121,2175.3,*,*,0,0
Emerald_1993,g123,1039.5,56,33.567,0,*,3145.091964,2790.405025,2350,*,*,0,0
Emerald_1993,g124,1039.5,56,34.276,0,*,1026.02417,1540.641854,2098.5,*,*,0,0
Emerald_1993,g125,1039.5,56,34.425,0,*,2601.56254,2720.015183,2074.2,*,*,0,0
Emerald_1993,g126,1039.5,56,25,0,*,1923.81678,1904.158737,2058,*,*,0,0
Emerald_1993,g127,1039.5,56,25,0,*,3442.996045,2855.350956,2158,*,*,0,0
Emerald_1993,g128,1039.5,56,38.213,0,*,2601.679528,2700.667738,2551.2,*,*,0,0
Emerald_1993,g129,1039.5,56,35.184,0,*,2214.087698,2075.911964,2261,*,*,0,0
Emerald_1993,g130,1039.5,56,35.507,0,*,1476.140848,1951.556503,2205.9,*,*,0,0
Emerald_1993,g131,1039.5,56,38.298,0,*,3287.148,2621.433094,1844,*,*,0,0
Emerald_1993,g132,1039.5,56,32,0,*,1460.73226,1870.653467,2323.8,*,*,0,0
Emerald_1993,g133,1039.5,56,35.674,0,*,2251.613068,2205.880033,2067,*,*,0,0
Emerald_1993,g134,1039.5,56,32.906,0,*,1560.895825,1895.164479,2101.4,*,*,0,0
Emerald_1993,g135,1039.5,56,32,0,*,1803.164849,2136.863196,2352.8,*,*,0,0
Emerald_1993,g136,1039.5,56,36.849,0,*,3316.129528,2857.756616,2450.7,*,*,0,0
Emerald_1993,g137,1039.5,56,35.808,0,*,1065.870568,1633.065132,2286.1,*,*,0,0
Emerald_1993,g138,1039.5,56,25,0,*,2329.016621,1860.035045,1598.8,*,*,0,0
Emerald_1993,g139,1039.5,56,30.278,0,*,1460.747273,1503.116804,1638.7,*,*,0,0
Emerald_1993,g140,1039.5,56,30.554,0,*,1136.828707,1650.739102,2274.2,*,*,0,0
Emerald_1993,g141,1039.5,56,31.123,0,*,29.78613952,863.7482457,1969.3,*,*,0,0
Emerald_1993,g142,1039.5,56,32.948,0,*,651.0481116,639.9387539,1325.8,*,*,0,0
Emerald_1993,g143,1039.5,56,30.647,0,*,2826.064182,2495.782809,2060.1,*,*,0,0
Emerald_1993,g144,1039.5,56,36.123,0,*,1864.0088,2303.076831,2483.1,*,*,0,0
Emerald_1993,g145,1039.5,56,34.479,0,*,3919.126817,3169.265014,2337.4,*,*,0,0
Emerald_1993,g146,1039.5,56,30.792,0,*,1641.623604,1667.332327,2167.3,*,*,0,0
Emerald_1993,g147,1039.5,56,31.294,0,*,1360.063298,1662.305096,2274.6,*,*,0,0
Emerald_1993,g148,1039.5,56,33.043,0,*,2078.5445,1970.609067,2217.7,*,*,0,0
Emerald_1993,g149,1039.5,56,32,0,*,2892.31628,2498.43215,2033.3,*,*,0,0
Emerald_1993,g150,1039.5,56,34.113,0,*,1772.091931,2094.074682,2441.1,*,*,0,0
Emerald_1993,g151,1039.5,56,31.992,0,*,2510.774814,2422.5457,2436.6,*,*,0,0
Emerald_1993,g152,1039.5,56,31.642,0,*,2258.585526,2359.066929,2409.6,*,*,0,0
Emerald_1993,g153,1039.5,56,31.645,0,*,2448.58666,2399.544134,2436.4,*,*,0,0
Emerald_1993,g154,1039.5,56,32.871,0,*,1968.736393,2396.915222,2541.9,*,*,0,0
Emerald_1993,g155,1039.5,56,34.618,0,*,3052.103634,2884.695932,2544.3,*,*,0,0
Emerald_1993,g156,1039.5,56,32.837,0,*,2259.898623,2285.605734,2254.4,*,*,0,0
Emerald_1993,g157,1039.5,56,25,0,*,1891.394525,1777.695392,1975.8,*,*,0,0
Emerald_1993,g158,1039.5,56,25,0,*,2243.086572,2174.798249,2023.4,*,*,0,0
Emerald_1993,g159,1039.5,56,31.756,0,*,955.503288,1553.785231,2214.1,*,*,0,0
Emerald_1993,g160,1039.5,56,31.511,0,*,3816.149633,3021.638542,2240.7,*,*,0,0
Emerald_1993,g161,1039.5,56,34.574,0,*,933.1371955,1615.224635,2323,*,*,0,0
Emerald_1993,g162,1039.5,56,35.984,0,*,3410.579546,2665.491405,2342.5,*,*,0,0
Emerald_1993,g163,1039.5,56,35.426,0,*,2402.07094,2388.166553,2357.1,*,*,0,0
Emerald_1993,g164,1039.5,56,36.193,0,*,1272.6765,1417.841975,1491.8,*,*,0,0
Emerald_1993,g165,1039.5,56,30.903,0,*,780.0746875,1510.150255,2441.1,*,*,0,0
Emerald_1993,g166,1039.5,56,33.608,0,*,2839.56326,2458.618946,1995.3,*,*,0,0
Emerald_1993,g167,1039.5,56,35.997,0,*,1861.127945,2203.038464,2530,*,*,0,0
Emerald_1993,g168,1039.5,56,32,0,*,2037.499251,2057.920416,2125.3,*,*,0,0
Emerald_1993,g169,1039.5,56,30.49,0,*,1490.11783,1642.406406,2004,*,*,0,0
Emerald_1993,g170,1039.5,56,36.449,0,*,533.3712668,1346.508198,2360.5,*,*,0,0
Emerald_1993,g171,1039.5,56,25,0,*,2094.837046,1817.762906,1834.7,*,*,0,0
Emerald_1993,g172,1039.5,56,31.17,0,*,3095.660605,2704.256084,1910.9,*,*,0,0
Emerald_1993,g173,1039.5,56,36.591,0,*,3201.907774,2932.300012,2285.2,*,*,0,0
Emerald_1993,g174,1039.5,56,30.178,0,*,3168.016556,2735.250684,2058.6,*,*,0,0
Emerald_1993,g175,1039.5,56,32.869,0,*,1541.068913,1847.913454,2362.4,*,*,0,0
Emerald_1993,g176,1039.5,56,34.601,0,*,2272.914245,2274.087523,2412.3,*,*,0,0
Emerald_1993,g177,1039.5,56,31.181,0,*,2017.018747,1967.141886,1791.2,*,*,0,0
Emerald_1993,g178,1039.5,56,31.037,0,*,1763.365501,2067.718209,2369.1,*,*,0,0
Emerald_1993,g179,1039.5,56,32.815,0,*,2216.439423,2111.674209,2025.3,*,*,0,0
Emerald_1993,g180,1039.5,56,32.815,0,*,2387.126881,2171.043657,2025.3,*,*,0,0
Emerald_1993,g181,1039.5,56,36.433,0,*,1172.576461,1474.782649,1560.1,*,*,0,0
Emerald_1993,g182,1039.5,56,38.553,0,*,2080.343508,2230.675825,2484.2,*,*,0,0
Emerald_1993,g183,1039.5,56,31.538,0,*,1981.220307,1979.609252,2162.9,*,*,0,0
Emerald_1993,g184,1039.5,56,30.75,0,*,2380.309345,2260.931223,2147.3,*,*,0,0
Emerald_1993,g185,1039.5,56,34.2,0,*,2657.488513,2221.614844,1925.9,*,*,0,0
Emerald_1993,g186,1039.5,56,30.565,0,*,1148.930702,1594.399845,2015,*,*,0,0
Emerald_1993,g187,1039.5,56,32.997,0,*,2175.865205,2311.464888,2337.1,*,*,0,0
Emerald_1993,g188,1039.5,56,36.526,0,*,3624.873452,3160.97182,2474,*,*,0,0
Emerald_1993,g189,1039.5,56,33.576,0,*,1203.211874,1376.614962,2131.3,*,*,0,0
Emerald_1993,g190,1039.5,56,34.503,0,*,1943.131268,2039.477027,2095.4,*,*,0,0
Emerald_1993,g191,1039.5,56,32.908,0,*,2016.367313,2103.795128,2163.4,*,*,0,0
Emerald_1993,g192,1039.5,56,35.216,0,*,1774.238822,2164.218215,2538.6,*,*,0,0
Emerald_1993,g193,1039.5,56,36.828,0,*,1825.221688,1756.109797,2245.4,*,*,0,0
Emerald_1993,g194,1039.5,56,33.544,0,*,2282.184263,1836.949667,1281.7,*,*,0,0
Emerald_1993,g195,1039.5,56,35.824,0,*,1100.093163,1636.247891,2272.3,*,*,0,0
Emerald_1993,g196,1039.5,56,33.878,0,*,3007.157173,2633.196588,2224.7,*,*,0,0
Emerald_1993,g197,1039.5,56,34.256,0,*,1849.002392,1850.928088,2079.3,*,*,0,0
Emerald_1993,g198,1039.5,56,32.815,0,*,2246.82888,2003.072533,2025.3,*,*,0,0
Emerald_1993,g199,1039.5,56,37.977,0,*,2150.596903,2227.019877,2364.4,*,*,0,0
Emerald_1993,g001,1057,57,36.704,0,*,2407.517959,2350.566568,2545.4,*,*,0,0
Emerald_1993,g002,1057,57,36.687,0,*,2459.97117,2351.132447,2534.3,*,*,0,0
Emerald_1993,g003,1057,57,34.473,0,*,2318.83992,2321.777493,2468.2,*,*,0,0
Emerald_1993,g004,1057,57,36.346,0,*,1491.20025,1912.439165,2141,*,*,0,0
Emerald_1993,g005,1057,57,33.541,0,*,3243.974895,2484.837036,2080.8,*,*,0,0
Emerald_1993,g006,1057,57,32,0,*,1256.677705,1379.463817,1326.9,*,*,0,0
Emerald_1993,g007,1057,57,31.774,0,*,3428.730268,2959.569613,2489.5,*,*,0,0
Emerald_1993,g008,1057,57,25,0,*,1498.243042,1242.685366,1085,*,*,0,0
Emerald_1993,g009,1057,57,39.168,0,*,1354.66936,1524.677425,1517.2,*,*,0,0
Emerald_1993,g010,1057,57,25,0,*,2015.846909,2176.687866,2196.8,*,*,0,0
Emerald_1993,g011,1057,57,30.827,0,*,1381.713684,1691.82591,2175.2,*,*,0,0
Emerald_1993,g012,1057,57,31.271,0,*,2552.755837,2467.669925,2336.8,*,*,0,0
Emerald_1993,g013,1057,57,34.846,0,*,3463.201271,2854.065758,2427.5,*,*,0,0
Emerald_1993,g014,1057,57,31.505,0,*,1544.334416,1600.830518,1909.7,*,*,0,0
Emerald_1993,g015,1057,57,35.168,0,*,1547.134241,1834.064757,2141.8,*,*,0,0
Emerald_1993,g016,1057,57,34.394,0,*,1993.157761,2022.692507,2219.3,*,*,0,0
Emerald_1993,g017,1057,57,37.361,0,*,2563.308699,2464.396718,2533,*,*,0,0
Emerald_1993,g018,1057,57,31.075,0,*,2104.555463,2252.014933,2375.8,*,*,0,0
Emerald_1993,g019,1057,57,32,0,*,2441.627551,2437.790859,2305.8,*,*,0,0
Emerald_1993,g020,1057,57,35.942,0,*,934.3811774,1203.082538,1577.7,*,*,0,0
Emerald_1993,g021,1057,57,30.509,0,*,1270.458733,1607.953667,2064.7,*,*,0,0
Emerald_1993,g022,1057,57,32.822,0,*,2241.221881,2263.775663,2305.2,*,*,0,0
Emerald_1993,g023,1057,57,32,0,*,1113.963624,1673.154051,2461.5,*,*,0,0
Emerald_1993,g024,1057,57,35.762,0,*,3493.101521,3209.570058,2571.8,*,*,0,0
Emerald_1993,g025,1057,57,32.668,0,*,2450.947707,2468.640751,2414.2,*,*,0,0
Emerald_1993,g026,1057,57,32,0,*,1154.550437,1745.292938,2289.1,*,*,0,0
Emerald_1993,g027,1057,57,37.618,0,*,2074.855803,2454.130647,2550.5,*,*,0,0
Emerald_1993,g028,1057,57,34.231,0,*,1718.400523,1988.360628,2206.3,*,*,0,0
Emerald_1993,g029,1057,57,34.251,0,*,1227.531691,1365.706838,1365,*,*,0,0
Emerald_1993,g030,1057,57,32.934,0,*,2226.998353,2333.896152,2262.3,*,*,0,0
Emerald_1993,g031,1057,57,36.03,0,*,2177.026379,1937.250396,1746.4,*,*,0,0
Emerald_1993,g032,1057,57,36.813,0,*,1983.630165,2095.822503,2419.2,*,*,0,0
Emerald_1993,g033,1057,57,36.563,0,*,3628.060042,3133.154103,2269.8,*,*,0,0
Emerald_1993,g034,1057,57,37.274,0,*,2585.46177,2482.423769,2430.3,*,*,0,0
Emerald_1993,g035,1057,57,30.009,0,*,74.87701482,1018.338809,1798.5,*,*,0,0
Emerald_1993,g036,1057,57,31.254,0,*,275.2445648,637.3627243,1182.7,*,*,0,0
Emerald_1993,g037,1057,57,34.229,0,*,1458.665647,1707.179464,2189.9,*,*,0,0
Emerald_1993,g038,1057,57,31.639,0,*,2233.895018,2268.823123,2104.8,*,*,0,0
Emerald_1993,g039,1057,57,30.739,0,*,2402.370182,2379.927888,2164.6,*,*,0,0
Emerald_1993,g040,1057,57,37.316,0,*,1989.762278,1960.245706,2294.7,*,*,0,0
Emerald_1993,g041,1057,57,31.004,0,*,1740.676294,1882.373683,1987,*,*,0,0
Emerald_1993,g042,1057,57,31.639,0,*,1746.021124,1885.585905,2104.8,*,*,0,0
Emerald_1993,g043,1057,57,30.617,0,*,1843.636379,1875.956937,1964.1,*,*,0,0
Emerald_1993,g044,1057,57,35.497,0,*,3166.924009,2806.423276,2473.1,*,*,0,0
Emerald_1993,g045,1057,57,30.452,0,*,1770.772819,2056.522266,2149.1,*,*,0,0
Emerald_1993,g046,1057,57,31.39,0,*,1876.300375,2245.020516,2259.2,*,*,0,0
Emerald_1993,g047,1057,57,25,0,*,2309.767796,2172.189316,2135.6,*,*,0,0
Emerald_1993,g048,1057,57,31.538,0,*,2962.286943,2620.449359,2432.9,*,*,0,0
Emerald_1993,g049,1057,57,35.158,0,*,2587.396974,2562.782367,2354.4,*,*,0,0
Emerald_1993,g050,1057,57,35.874,0,*,2440.306348,2383.404424,2315.3,*,*,0,0
Emerald_1993,g051,1057,57,36.698,0,*,2216.739254,2242.814146,2459.1,*,*,0,0
Emerald_1993,g052,1057,57,33.763,0,*,2965.106902,2899.647234,2604.3,*,*,0,0
Emerald_1993,g053,1057,57,35.652,0,*,2130.62501,2195.363439,2320.8,*,*,0,0
Emerald_1993,g054,1057,57,34.91,0,*,2182.119955,2290.759365,2435.1,*,*,0,0
Emerald_1993,g055,1057,57,31.025,0,*,1948.990012,2217.63868,2167.4,*,*,0,0
Emerald_1993,g056,1057,57,25,0,*,2152.385178,1963.918526,1940.8,*,*,0,0
Emerald_1993,g057,1057,57,34.441,0,*,2534.816847,2398.937803,2303,*,*,0,0
Emerald_1993,g058,1057,57,35.999,0,*,1680.402764,1800.468987,2420.3,*,*,0,0
Emerald_1993,g059,1057,57,34.964,0,*,3004.773688,2358.142553,1812.1,*,*,0,0
Emerald_1993,g060,1057,57,37.057,0,*,2206.006374,2360.700648,2472.7,*,*,0,0
Emerald_1993,g061,1057,57,34.629,0,*,3018.912728,2762.647796,2498.9,*,*,0,0
Emerald_1993,g062,1057,57,34.287,0,*,2564.215461,2284.662073,2401.9,*,*,0,0
Emerald_1993,g063,1057,57,36.295,0,*,2475.600052,2448.367167,2589.4,*,*,0,0
Emerald_1993,g064,1057,57,33.589,0,*,2682.058798,2678.986469,2571.4,*,*,0,0
Emerald_1993,g065,1057,57,35.09,0,*,2480.813073,2376.01384,1969.1,*,*,0,0
Emerald_1993,g066,1057,57,31.47,0,*,1305.155425,1733.450371,2037,*,*,0,0
Emerald_1993,g067,1057,57,35.193,0,*,1785.200744,2075.62932,2643.6,*,*,0,0
Emerald_1993,g068,1057,57,31.041,0,*,1843.423795,2207.468829,2365,*,*,0,0
Emerald_1993,g069,1057,57,30.301,0,*,2344.8818,2107.928236,2050.5,*,*,0,0
Emerald_1993,g070,1057,57,30.851,0,*,2094.034727,2138.507894,2296.3,*,*,0,0
Emerald_1993,g071,1057,57,33.613,0,*,3204.134524,2917.560105,2426.1,*,*,0,0
Emerald_1993,g072,1057,57,34.441,0,*,1143.378869,1514.222171,2126.6,*,*,0,0
Emerald_1993,g073,1057,57,32,0,*,2103.11163,2188.636706,2081.9,*,*,0,0
Emerald_1993,g074,1057,57,34.753,0,*,1943.490016,2242.534529,2359.9,*,*,0,0
Emerald_1993,g075,1057,57,34.967,0,*,2390.131442,2377.471177,2482.9,*,*,0,0
Emerald_1993,g076,1057,57,35.704,0,*,2262.313174,2273.297492,2503.5,*,*,0,0
Emerald_1993,g077,1057,57,34.443,0,*,2850.517955,2534.171973,2444.9,*,*,0,0
Emerald_1993,g078,1057,57,37.31,0,*,2064.461757,2275.80126,2522.5,*,*,0,0
Emerald_1993,g079,1057,57,25,0,*,2885.47647,2509.682538,2250.1,*,*,0,0
Emerald_1993,g080,1057,57,25,0,*,1636.869508,1871.600014,2159.5,*,*,0,0
Emerald_1993,g081,1057,57,25,0,*,1751.267883,1814.443412,2074.1,*,*,0,0
Emerald_1993,g082,1057,57,31.169,0,*,1175.572421,1619.539187,1937.3,*,*,0,0
Emerald_1993,g083,1057,57,34.574,0,*,1781.356507,1837.064386,2094.3,*,*,0,0
Emerald_1993,g084,1057,57,30.867,0,*,1568.422489,1651.067836,1952.3,*,*,0,0
Emerald_1993,g085,1057,57,31.7,0,*,2883.769678,2573.173092,2200,*,*,0,0
Emerald_1993,g086,1057,57,37.86,0,*,1241.076429,1453.980458,1660.1,*,*,0,0
Emerald_1993,g087,1057,57,34.314,0,*,1039.364061,1625.48338,2191.3,*,*,0,0
Emerald_1993,g088,1057,57,34.428,0,*,2426.312953,2210.203748,2017.6,*,*,0,0
Emerald_1993,g089,1057,57,37.368,0,*,2155.42045,2253.529007,2425.7,*,*,0,0
Emerald_1993,g090,1057,57,37.764,0,*,2075.952609,2042.239216,1810.4,*,*,0,0
Emerald_1993,g091,1057,57,38.101,0,*,2365.39261,2223.411181,1879.2,*,*,0,0
Emerald_1993,g092,1057,57,33.563,0,*,1292.968788,1637.875654,2008.4,*,*,0,0
