par,row,col,time
-1.5553619999999988,816,0,16219.87200016
-1.4350720000000017,816,0,16219.87500008
-1.3961819999999996,816,0,16219.87800002
-1.375943999999997,816,0,16219.8810001
-1.347799999999996,816,0,16219.88400003
-1.3094119999999982,816,0,16219.887000120001
-1.226542000000002,816,0,16219.89000007
-0.9710840000000012,816,0,16219.893000009999
-1.095725999999999,816,0,16219.89600002
-1.113824000000001,816,0,16219.899000020001
-1.068757999999999,816,0,16219.902000009999
-1.1287680000000009,816,0,16219.90500001
-1.125356,816,0,16219.908000009998
-1.1269980000000004,816,0,16219.911000009999
-1.0100440000000006,816,0,16219.91400002
-1.0553939999999997,816,0,16219.917000009998
-1.0014980000000016,816,0,16219.920000020002
-0.9423299999999983,816,0,16219.92300002
-0.855955999999999,816,0,16219.926000050002
-0.8150259999999996,816,0,16219.929000009999
-0.8169819999999994,816,0,16219.93200002
-0.7622140000000002,816,0,16219.935000009998
-0.6935740000000017,816,0,16219.938000009999
-0.6475720000000003,816,0,16219.94100004
-0.5762859999999996,816,0,16219.944000009998
-0.5327620000000017,816,0,16219.94700009
-0.46675400000000167,816,0,16219.95000001
-0.4815359999999984,816,0,16219.953000090001
-0.4974559999999997,816,0,16219.95600004
-0.5760299999999994,816,0,16219.95900001
-0.7460839999999997,816,0,16219.962000050002
-0.8455119999999994,816,0,16219.96500001
-0.9346260000000015,816,0,16219.96800009
-1.0118019999999994,816,0,16219.971000009999
-1.0143139999999988,816,0,16219.97400011
-1.0514200000000002,816,0,16219.977000050001
-0.9987819999999985,816,0,16219.98000014
-1.0692039999999992,816,0,16219.98300007
-1.0559380000000012,816,0,16219.98600002
-1.104686000000001,816,0,16219.98900011
-1.1160400000000017,816,0,16219.99200005
-1.0897380000000005,816,0,16219.99500001
-1.0007379999999984,816,0,16219.998000009999
-1.0463139999999989,816,0,16220.001000020002
-1.0052060000000012,816,0,16220.00400001
-0.9923320000000011,816,0,16220.007000050002
-0.9124979999999994,816,0,16220.01000001
-0.9526859999999999,816,0,16220.01300001
-0.8820939999999986,816,0,16220.016000009999
-0.872603999999999,816,0,16220.01900001
-0.8622799999999984,816,0,16220.022000039999
-0.818833999999999,816,0,16220.025000009999
-0.7987560000000009,816,0,16220.02800007
-0.7691300000000005,816,0,16220.03100002
-0.7081060000000008,816,0,16220.03400011
-0.709147999999999,816,0,16220.03700005
-0.6961100000000009,816,0,16220.04000001
-0.6621659999999991,816,0,16220.043000079999
-0.6291060000000002,816,0,16220.04600002
-0.6267940000000003,816,0,16220.0490001
-0.5588939999999987,816,0,16220.05200004
-0.5004020000000011,816,0,16220.055000139999
-0.5265360000000001,816,0,16220.058000079998
-0.5476479999999988,816,0,16220.06100016
-0.5231959999999987,816,0,16220.0640001
-0.6060519999999983,816,0,16220.06700002
-0.673216,816,0,16220.070000009999
-0.7244419999999998,816,0,16220.07300002
-0.7154559999999996,816,0,16220.07600002
-0.6741400000000013,816,0,16220.079000009999
-0.6066339999999997,816,0,16220.08200002
-0.4948580000000007,816,0,16220.08500001
-0.3839959999999998,816,0,16220.08800004
-0.24616200000000177,816,0,16220.09100001
-0.07734800000000064,816,0,16220.09400001
0.05407599999999846,816,0,16220.097000020001
0.2461960000000012,816,0,16220.10000001
0.35735400000000084,816,0,16220.103000039999
0.44062999999999874,816,0,16220.106000009999
0.5933339999999987,816,0,16220.10900007
0.5612160000000017,816,0,16220.11200002
0.6313320000000004,816,0,16220.1150001
0.6204779999999985,816,0,16220.11800004
0.6253080000000004,816,0,16220.12100002
0.6022180000000041,816,0,16220.124000060001
0.5851540000000028,816,0,16220.12700001
0.8675679999999986,816,0,16220.1300001
0.9967559999999978,816,0,16220.13300003
0.9130539999999989,816,0,16220.136000120001
0.7757620000000003,816,0,16220.13900006
0.8458860000000001,816,0,16220.142000150001
0.7931859999999986,816,0,16220.145000109998
0.5493360000000003,816,0,16220.14800001
0.6126100000000001,816,0,16220.15100011
0.503193999999997,816,0,16220.15400004
0.45208000000000226,816,0,16220.157000160001
0.2569300000000041,816,0,16220.160000009999
0.14548399999999972,816,0,16220.16300001
0.08627800000000008,816,0,16220.16600001
-0.028372000000000952,816,0,16220.16900003
-0.21726400000000012,816,0,16220.17200001
-0.07060000000000244,816,0,16220.17500001
0.011148000000002156,816,0,16220.178000009999
0.035544000000001574,816,0,16220.18100002
0.10644399999999976,816,0,16220.18400002
0.3528519999999986,816,0,16220.187000020002
0.4037700000000015,816,0,16220.19000005
0.7774360000000016,816,0,16220.19300001
1.0908100000000012,816,0,16220.196000079999
1.0748539999999984,816,0,16220.19900002
1.3202560000000005,816,0,16220.20200001
1.4202499999999993,816,0,16220.20500005
1.6516559999999991,816,0,16220.20800003
1.8987000000000016,816,0,16220.211000079998
2.6351760000000013,816,0,16220.214000020002
3.2280659999999983,816,0,16220.217000109998
3.513776,816,0,16220.220000050002
3.363634000000001,816,0,16220.223000150001
2.991897999999999,816,0,16220.22600008
2.9422819999999987,816,0,16220.229000020001
2.785806000000001,816,0,16220.23200012
2.383420000000001,816,0,16220.23500001
2.7687600000000003,816,0,16220.238000020001
2.656416,816,0,16220.241000020002
2.7717600000000004,816,0,16220.24400003
3.3356139999999996,816,0,16220.247000009998
4.5989439999999995,816,0,16220.250000060001
4.396941999999999,816,0,16220.25300001
3.002089999999999,816,0,16220.256000009998
2.4474739999999997,816,0,16220.25900003
5.105471999999999,816,0,16220.26200001
5.791851999999999,816,0,16220.26500006
5.601896,816,0,16220.268000009999
6.1301580000000016,816,0,16220.2710001
6.818567999999999,816,0,16220.274000039999
5.140547999999999,816,0,16220.277000139999
4.5242499999999986,816,0,16220.280000069999
4.0279859999999985,816,0,16220.283000020001
5.734038000000002,816,0,16220.286000099999
5.465368000000002,816,0,16220.289000050001
6.858412000000001,816,0,16220.292000009998
6.965408,816,0,16220.295000009999
4.9578820000000015,816,0,16220.29800001
4.9688680000000005,816,0,16220.301000009998
3.6979000000000006,816,0,16220.304000060001
2.628616000000001,816,0,16220.30700001
2.0811980000000005,816,0,16220.310000020001
1.5138019999999983,816,0,16220.313000020002
0.8501919999999998,816,0,16220.31600001
0.32827199999999834,816,0,16220.31900007
0.31828399999999846,816,0,16220.32200001
0.21740399999999838,816,0,16220.3250001
0.22545200000000065,816,0,16220.32800004
0.48504600000000053,816,0,16220.331000139999
0.9933660000000017,816,0,16220.33400007
1.5144379999999984,816,0,16220.337000009999
2.1768859999999997,816,0,16220.34000011
3.1287839999999996,816,0,16220.34300004
3.2799280000000017,816,0,16220.346000020001
2.832571999999999,816,0,16220.34900001
1.9768720000000002,816,0,16220.35200002
1.5147820000000003,816,0,16220.355000009999
2.2246179999999995,816,0,16220.35800006
5.4494299999999996,816,0,16220.36100002
7.792898000000001,816,0,16220.364000009999
7.9603259999999985,816,0,16220.36700003
8.944137999999999,816,0,16220.37000001
7.340375999999999,816,0,16220.37300007
6.533276000000001,816,0,16220.376000020002
4.840275999999999,816,0,16220.379000120001
4.220293999999999,816,0,16220.38200006
4.543327999999999,816,0,16220.385000139999
5.011996,816,0,16220.38800007
6.563051999999999,816,0,16220.391000009999
6.369091999999998,816,0,16220.3940001
7.546592,816,0,16220.397000039999
7.241520000000001,816,0,16220.400000009999
7.475470000000001,816,0,16220.40300006
8.704312000000002,816,0,16220.406000160001
6.885092,816,0,16220.409000020001
6.5044840000000015,816,0,16220.41200004
6.3455960000000005,816,0,16220.41500002
4.980540000000001,816,0,16220.418000020001
4.958435999999999,816,0,16220.42100002
4.407492000000001,816,0,16220.42400001
3.9245920000000005,816,0,16220.42700003
4.051580000000001,816,0,16220.43000001
3.8384500000000017,816,0,16220.4330001
